Rank,Athlete(s),Year,Team,Time/Distance/Points,Meet,Meet Date,Wind,Event,Conference,Gender
18,"Muzzarelli, Maria",SO-2,Widener,1:00.58,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
19,"Gilbert, Olivia",JR-3,Alfred,1:00.73,Geneseo Early Season Invitational,"Apr 2, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
20,"Trusler, Bre",SO-2,Washington & Jefferson,1:00.78,Grove City College Mini Invita,"Apr 5, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
21,"Sanusi, Kamila",SR-4,NYU,1:01.12,Ramapo College Track & Field Invitational,"Mar 31, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
22,"Arcese, Lorna",FR-1,Johns Hopkins,1:01.47,Bison Outdoor Classic,"Apr 14, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
23,"Laffan, Ivy",SO-2,PSU-Behrend,1:01.48,Behrend Track and Field Invite 2023,"Apr 16, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
24,"Morrongiello, Victoria",JR-3,Brandeis,1:01.59,Regis Spring Classic - 2023,"Apr 6, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
25,"Hackenberg, Amber",SR-4,Misericordia,1:01.74,Misericordia Twilight 2023,"Apr 4, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
26,"Exilus, Barbara",SO-2,Ramapo,1:01.76,Mets Outdoor Track & Field Championships,"Apr 8, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
27,"Signou, Agnes",JR-3,Marymount (Va.),1:01.80,Battleground Relays,"Apr 1, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
28,"Patel, Sehyr",JR-3,NYU,1:02.06,Mets Outdoor Track & Field Championships,"Apr 8, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
29,"Ortiz, Tiffany",JR-3,New Jersey City,1:02.14,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
30,"Novak, Ava",JR-3,Vassar,1:02.15,Ramapo College Track & Field Invitational,"Mar 31, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
31,"Tang, Ashley",JR-3,Johns Hopkins,1:02.20,George Mason Ebanks Invitational,"Apr 7, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
32,"Rogers, Selena",SO-2,Bethany (W.V.),1:02.39,Tomcat Invitational,"Apr 15, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
33,"Rando, Anna",FR-1,McDaniel,1:02.45,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
34,"Hiltunen, Devin",SR-4,Brandeis,1:02.58,Amherst College Spring Fling,"Apr 8, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
35,"Christophel, Rebecca",SO-2,Juniata,1:02.61,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
36,"Clinch, Abigail",SR-4,Springfield,1:02.64,Springfield College Classic,"Apr 8, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
37,"Zarzycki, Olivia",JR-3,Brandeis,1:02.68,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
38,"Kepler, Hannah",FR-1,Stevenson,1:02.72,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
39,"Ford, Tara",SR-4,Widener,1:02.74,WCU Golden Ram Invitational,"Apr 8, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
40,"Gallagher, Kristin",JR-3,Misericordia,1:02.77,Misericordia Twilight 2023,"Apr 4, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
41,"Goodrich, Caitlyn",JR-3,Westminster (Pa.),1:02.78,Tomcat Invitational,"Apr 15, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
42,"Peiffer, Alyssa",SO-2,Lebanon Valley,1:02.99,40th Millersville Metrics,"Mar 31, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
43,"Dougherty, Sarah",SR-4,FDU-Florham,1:03.04,WCU Bill Butler Invitational,"Apr 15, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
44,"Jackson, Erin",SO-2,Muhlenberg,1:03.18,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
45,"Maguire, Ellen",SO-2,Muhlenberg,1:03.21,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
46,"Devita, Alyssa",FR-1,Albright,1:03.22,Muhlenberg Outdoor Invitational,"Apr 1, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
47,"Conklin, Deziree",SO-2,Marymount (Va.),1:03.24,Blue & Gold Goucher Classic,"Mar 24, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
47,"Lannen, Emily",JR-3,Carnegie Mellon,1:03.24,Washington & Lee Carnival,"Mar 17, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
49,"Gore, Jayla",FR-1,Widener,1:03.28,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
50,"Vannoy, Annie",FR-1,Grove City,1:03.30,Bethany Invitational,"Mar 25, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
51,"Colteryahn, Carolyn",SO-2,Grove City,1:03.32,Grove City College Mini Invita,"Apr 5, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
52,"Dover, Mackenzie",SO-2,Albright,1:03.40,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
52,"Raccaro, Emma",SR-4,Springfield,1:03.40,AIC Yellowjacket Invitational,"Apr 1, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
54,"Yaskovic, Meredith",SO-2,Ramapo,1:03.53,Stockton Invite,"Mar 25, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
55,"Donohue, Emma",SR-4,Springfield,1:03.62,Springfield College Classic,"Apr 8, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
56,"Karwowski, Audrey",FR-1,Grove City,1:03.65,Bethany Invitational,"Mar 25, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
57,"Painter, Abigail",FR-1,Westminster (Pa.),1:03.68,Tomcat Invitational,"Apr 15, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
58,"Dames, Jocelyn",FR-1,Marywood,1:03.84,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
59,"Schultz, Emma",SO-2,Widener,1:03.92,WCU Golden Ram Invitational,"Apr 8, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
60,"Ford, Rebecca",SO,Lebanon Valley,1:03.95,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
61,"Allen, Casey",SO-2,Misericordia,1:04.06,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
62,"Philippe, Jenna",SO-2,Alvernia,1:04.22,York College Twilight Meet,"Apr 5, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
63,"Moochhala, Hawra",SO-2,Bard,1:04.25,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
64,"Weber, Grace",FR-1,PSU-Harrisburg,1:04.29,2023 Jim Taylor Invite,"Mar 24, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
65,"Barbacci, Olivia",FR-1,Juniata,1:04.31,2023 Jim Taylor Invite,"Mar 24, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
66,"Hartner, Jadyn",SO-2,Washington & Jefferson,1:04.34,Grove City College Mini Invita,"Apr 5, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
67,"Giannella, Olivia",FR-1,Widener,1:04.36,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
68,"Boothe, Ella",FR-1,Waynesburg,1:04.38,Tomcat Invitational,"Apr 15, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
69,"Biddle, Abby",SR-4,Grove City,1:04.46,Tomcat Invitational,"Apr 15, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
69,"Koes, Kristina",JR-3,St. Lawrence,1:04.46,University of Vermont Quad TF Meet,"Apr 8, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
71,"McLaughlin, Margaret",FR-1,Vassar,1:04.53,Ramapo College Track & Field Invitational,"Mar 31, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
72,"Satav, Rhythm",SO-2,Carnegie Mellon,1:04.60,Washington & Lee Carnival,"Mar 17, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
73,"Donohue, Maggie",SR-4,Springfield,1:04.92,AIC Yellowjacket Invitational,"Apr 1, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
74,"Kothari, Emma",FR-1,Johns Hopkins,1:04.93,Bison Outdoor Classic,"Apr 14, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
75,"O'Brien, Erin",FR-1,Widener,1:04.96,WCU Bill Butler Invitational,"Apr 15, 2023",NaN,400 Meters,ECAC DIII Outdoor Performance List,Women
1,"Ivanov, Alex",JR-3,Carnegie Mellon,1:50.21,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
2,"Carleo, TJ",FR-1,Brandeis,1:52.64,Amherst College Spring Fling,"Apr 8, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
3,"Davies, Leland",SR-4,Carnegie Mellon,1:53.13,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
4,"Diaz, Jon",SR-4,NYU,1:53.14,Larry Ellis Invitational 2023,"Apr 14, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
5,"Beyer, Arthur",SR-4,Johns Hopkins,1:53.19,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
6,"Omonije, Fisayo",FR-1,Johns Hopkins,1:53.96,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
7,"Paul, Julian",SO-2,Washington & Jefferson,1:54.72,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
8,"Gobel, Rece",SR-4,Springfield,1:54.77,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
9,"Boyce, Timothy",SO-2,St. Lawrence,1:54.80,University of Vermont Quad TF Meet,"Apr 8, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
10,"Konieczny , Andrew",SO-2,Neumann,1:54.85,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
11,"McLaughlin, Colin",SO-2,Carnegie Mellon,1:54.99,Carnegie Mellon Track & Field Invitational,"Mar 24, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
12,"Dutton, Sean",SO-2,Carnegie Mellon,1:55.24,2023 Carnegie Mellon Last Chance Meet,"Apr 13, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
13,"Bujdos, Joe",SO-2,St. Vincent (Pa.),1:55.35,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
14,"Seletskiy, Aleksei",SO-2,Carnegie Mellon,1:55.56,Carnegie Mellon Track & Field Invitational,"Mar 24, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
15,"Madsen, Anders",SO-2,McDaniel,1:55.81,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
16,"Wong, Joseph",SR-4,Springfield,1:55.86,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
17,"Dessalines, Samson",FR-1,Johns Hopkins,1:56.21,2023 Towson Spring Open,"Mar 31, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
18,"Hsu, Jacob",JR-3,Carnegie Mellon,1:56.26,Carnegie Mellon Track & Field Invitational,"Mar 24, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
19,"Martin, Zach",FR-1,Johns Hopkins,1:56.51,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
20,"Sappe, Chris",FR-1,Hood,1:56.52,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
21,"Kim, Sam",JR-3,Brandeis,1:56.71,Friar Invitational,"Apr 14, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
22,"Wood, Jackson",JR-3,Carnegie Mellon,1:56.72,Westminster Invitational 2023,"Apr 8, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
23,"Pena, Ryan",FR-1,Ramapo,1:57.07,Mets Outdoor Track & Field Championships,"Apr 8, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
24,"McKell, Elijah",FR-1,Lebanon Valley,1:57.27,York College Twilight Meet,"Apr 5, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
25,"Magana, Jose",SO-2,Vassar,1:57.35,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
26,"Pearl, Jake",SR-4,Keene State,1:57.72,Penmen Relays,"Apr 15, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
27,"Deremer, Josh",SO-2,DeSales,1:57.93,Muhlenberg Outdoor Invitational,"Apr 1, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
28,"Cassidy, Rowan",FR-1,Johns Hopkins,1:57.95,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
29,"Ellinger, Jack",SO-2,Carnegie Mellon,1:57.96,Westminster Invitational 2023,"Apr 8, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
30,"Jacques, Tim",JR-3,Vassar,1:58.09,Vassar April Invitational 2023,"Apr 7, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
31,"Plunkett, Thomas",JR-3,Widener,1:58.13,WCU Bill Butler Invitational,"Apr 15, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
32,"Jopek, Aleksander",FR-1,NYU,1:58.18,Mets Outdoor Track & Field Championships,"Apr 8, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
33,"Runyon, Riley",FR-1,Washington & Jefferson,1:58.21,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
34,"Warrick, Zachary",FR-1,Grove City,1:58.48,Grove City College Mini Invita,"Apr 5, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
34,"Chen, Daniel",JR-3,Johns Hopkins,1:58.48,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
36,"Meci, Andrew",SR,Juniata,1:58.50,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
37,"Stefan, Adam",SR-4,Muhlenberg,1:58.58,2023 TCNJ Invitational,"Apr 8, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
38,"Redstone, Nick",SO-2,Vassar,1:58.63,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
39,"Rodriguez Jr., Emmanuel",SO-2,Alvernia,1:58.88,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
40,"Womack, Johnathan",SR-4,Stevenson,1:59.00,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
41,"Scroxton, Eddie",SO-2,Alfred State,1:59.02,Brockport Multi & Invitational,"Apr 14, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
42,"Loy, Andrew",JR-3,Lebanon Valley,1:59.03,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
43,"Rothstein, Samuel",FR-1,Lebanon Valley,1:59.12,York College Twilight Meet,"Apr 5, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
44,"Pennington, Brock",SO-2,Washington & Jefferson,1:59.14,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
45,"Cwiklinski, Joe",SR-4,Muhlenberg,1:59.16,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
46,"Ivey, Jason",SR-4,Muhlenberg,1:59.18,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
47,"Harvey, Leif",SO-2,St. Lawrence,1:59.22,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
48,"Slokenbergs, Valdis",SO-2,Johns Hopkins,1:59.24,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
49,"Busler, Isaac",FR-1,Grove City,1:59.32,Tomcat Invitational,"Apr 15, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
50,"Mula, Adam",SR-4,Springfield,1:59.42,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
51,"Jackson, Aiden",SO-2,St. Vincent (Pa.),1:59.45,Tomcat Invitational,"Apr 15, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
52,"Buchan, Tim",SO-2,Vassar,1:59.52,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
53,"Nandakumar, Saaketh",FR-1,Carnegie Mellon,1:59.63,Westminster Invitational 2023,"Apr 8, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
54,"Dressler, Aden",SO-2,Washington & Jefferson,1:59.75,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
55,"Glynn, Silas",FR-1,USMMA,1:59.87,Coach O Invitational,"Apr 2, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
55,"Schreiner, Josh",JR-3,Widener,1:59.87,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
57,"Sinclair, Jake",SO-2,Washington & Jefferson,1:59.90,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
58,"Clark, Isaac",FR-1,USMMA,1:59.91,CGA Spring Invite,"Apr 8, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
59,"Syed, Saim",FR-1,Ramapo,1:59.95,Ramapo College Track & Field Invitational,"Mar 31, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
60,"Kpodo, Adnan",JR-3,New Jersey City,2:00.04,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
61,"Temel, Nick",SO-2,PSU-Behrend,2:00.05,Behrend Track and Field Invite 2023,"Apr 16, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
62,"Phillippy, Ben",JR-3,DeSales,2:00.12,Muhlenberg Outdoor Invitational,"Apr 1, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
63,"Goff, Willem",JR-3,Brandeis,2:00.16,Amherst College Spring Fling,"Apr 8, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
64,"Richardson, Tyler",SO-2,McDaniel,2:00.35,Galludet Bison Classic,"Apr 8, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
65,"Ohanian, Charles",JR-3,Muhlenberg,2:00.38,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
66,"Harmer, Aidan",SR-4,Springfield,2:00.73,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
67,"Wendel, Zackary",FR-1,Alvernia,2:00.74,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
68,"Dailey, Max",FR-1,Westminster (Pa.),2:00.82,Grove City College Mini Invita,"Apr 5, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
69,"Zweisler, Luke",FR-1,USMMA,2:00.92,CGA Spring Invite,"Apr 8, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
70,"O'Donnell, Christopher",SO-2,St. Lawrence,2:00.97,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
71,"Logan, Nick",JR-3,SUNY Cobleskill,2:01.05,Cortland Red Dragon Open,"Apr 8, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
72,"Damiani, Thomas",FR-1,Carnegie Mellon,2:01.22,Washington & Lee Carnival,"Mar 17, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
73,"Seevers, Jason",FR-1,PSU-Behrend,2:01.30,2023 Mount Union John Homon Open,"Apr 6, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
74,"Clemons, Lance",JR-3,USMMA,2:01.33,Coach O Invitational,"Apr 2, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
75,"Artis, Shane",JR-3,DeSales,2:01.40,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Men
1,"Senthilkumar, Harrinee",FR-1,Johns Hopkins,2:16.78,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Women
2,"Tummalapalli, Kavya",SR-4,Carnegie Mellon,2:17.13,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Women
3,"Setton, Mackenzie",FR-1,Johns Hopkins,2:17.19,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Women
4,"Anderson, Claire",FR-1,Washington & Jefferson,2:17.78,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Women
5,"Thornton-Fillyaw, Tanise",FR-1,Goucher,2:17.84,George Mason Ebanks Invitational,"Apr 7, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Women
6,"Johnson, Aminata",FR-1,NYU,2:17.85,2023 Colonial Relays,"Mar 30, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Women
6,"Liu, Jacqueline",FR-1,Carnegie Mellon,2:17.85,2023 Carnegie Mellon Last Chance Meet,"Apr 13, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Women
8,"Bunke, Lauren",JR-3,Lebanon Valley,2:18.34,York College Twilight Meet,"Apr 5, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Women
9,"Arcese, Lorna",FR-1,Johns Hopkins,2:18.49,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Women
10,"Yuan, Mona",SR-4,Carnegie Mellon,2:19.70,Westminster Invitational 2023,"Apr 8, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Women
11,"Henderson, Sophia",SO-2,Vassar,2:20.15,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Women
12,"Gallagher, Kristin",JR-3,Misericordia,2:20.27,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Women
13,"Stockman, Augusta",SR-4,Vassar,2:20.60,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Women
14,"Sibold, Allison",SO-2,St. Lawrence,2:20.68,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Women
15,"Phillips, Lauren",SO-2,Johns Hopkins,2:20.80,2023 Towson Spring Open,"Mar 31, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Women
16,"Bernotas, Katelyn",SR-4,Widener,2:20.90,WCU Golden Ram Invitational,"Apr 8, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Women
17,"Kyle, Kristina",FR-1,Springfield,2:21.21,Springfield College Classic,"Apr 8, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Women
18,"Humphreys , Courtney",JR-3,Neumann,2:21.55,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Women
19,"Schoener, Katelyn",JR-3,Alvernia,2:21.72,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Women
20,"Carr, Cassie",SO-2,Washington & Jefferson,2:21.73,Carnegie Mellon Track & Field Invitational,"Mar 24, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Women
21,"Nola, Olivia",SO-2,PSU-Behrend,2:21.90,2023 Mount Union John Homon Open,"Apr 6, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Women
22,"Smith, Amelia",SR-4,DeSales,2:22.23,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Women
23,"Lahr, Cydney",JR-3,Marywood,2:22.26,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Women
24,"Kothari, Emma",FR-1,Johns Hopkins,2:22.45,George Mason Ebanks Invitational,"Apr 7, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Women
25,"Karwowski, Audrey",FR-1,Grove City,2:22.52,Grove City College Mini Invita,"Apr 5, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Women
26,"Gilbert, Olivia",JR-3,Alfred,2:22.56,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Women
27,"Holt, Donna",SO-2,Widener,2:22.68,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Women
28,"LaChapelle, Brenna",SR-4,Springfield,2:22.75,Springfield College Classic,"Apr 8, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Women
29,"Sheth, Lily",SO-2,Johns Hopkins,2:22.82,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Women
30,"DiBenedetto, Kayla",SO-2,Brandeis,2:23.02,Regis Spring Classic - 2023,"Apr 6, 2023",NaN,800 Meters,ECAC DIII Outdoor Performance List,Women
